File Name,File Definition,Number of 16S Extracted,Reason for No Extraction,Number of Keep Sequences,Number of Outlier Sequences,Number of different sequences saved
GCF_022540125.1_ASM2254012v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0577 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022540165.1_ASM2254016v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0505 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543535.1_ASM2254353v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0636 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543575.1_ASM2254357v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0631 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543595.1_ASM2254359v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0616 10, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543625.1_ASM2254362v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0587 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543655.1_ASM2254365v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0556 1, whole genome shotgun sequence",1,,1,0,1
GCF_022543695.1_ASM2254369v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0541 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543715.1_ASM2254371v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0569 1, whole genome shotgun sequence",1,,1,0,1
GCF_022543725.1_ASM2254372v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0542 1, whole genome shotgun sequence",1,,1,0,1
GCF_022543755.1_ASM2254375v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0540 1, whole genome shotgun sequence",1,,1,0,1
GCF_022543775.1_ASM2254377v1_genomic.gbff.gz,"Klebsiella grimontii strain AGK0511 1, whole genome shotgun sequence",1,,1,0,1
GCF_022543785.1_ASM2254378v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0531 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543815.1_ASM2254381v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0525 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022543855.1_ASM2254385v1_genomic.gbff.gz,"Klebsiella michiganensis strain AGK0510 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022556395.1_ASM2255639v1_genomic.gbff.gz,"Klebsiella grimontii strain KO_1 Scaffold1, whole genome shotgun sequence",0,No 16S rRNA sequences found,0,0
GCF_022559855.1_ASM2255985v1_genomic.gbff.gz,"Klebsiella grimontii strain LC-1303-2020 chromosome, complete genome",8,,8,0,1
GCF_022569835.1_ASM2256983v1_genomic.gbff.gz,"Klebsiella michiganensis strain K342 chromosome, complete genome",8,,8,0,1
GCF_022605305.1_ASM2260530v1_genomic.gbff.gz,"Klebsiella oxytoca strain C-21-18 chromosome, complete genome",8,,8,0,1
GCF_022685985.1_ASM2268598v2_genomic.gbff.gz,"Klebsiella oxytoca strain 2022EL-00172 NODE_100_length_5102_cov_10.712362, whole genome shotgun sequence",1,,1,0,1
GCF_022859475.1_ASM2285947v1_genomic.gbff.gz,"Klebsiella michiganensis strain KP89378 contig1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_022869885.1_ASM2286988v1_genomic.gbff.gz,"Klebsiella michiganensis strain fxq chromosome, complete genome",8,,7,1,2
GCF_023093655.1_ASM2309365v1_genomic.gbff.gz,"Klebsiella michiganensis strain CCBH27439 1, whole genome shotgun sequence",1,,1,0,1
GCF_023093835.1_ASM2309383v1_genomic.gbff.gz,"Klebsiella michiganensis strain K254 chromosome, complete genome",8,,8,0,1
GCF_023502385.1_ASM2350238v1_genomic.gbff.gz,"Klebsiella michiganensis strain KPN166 KPN166_ctg0001, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_023572405.1_ASM2357240v1_genomic.gbff.gz,"Klebsiella oxytoca strain CCBH28636 1, whole genome shotgun sequence",1,,1,0,1
GCF_024224355.1_ASM2422435v1_genomic.gbff.gz,"Klebsiella grimontii strain LH87-a chromosome, complete genome",8,,6,2,1
GCF_024225115.1_ASM2422511v1_genomic.gbff.gz,"Klebsiella michiganensis strain LH71 chromosome, complete genome",8,,8,0,3
GCF_024396595.1_ASM2439659v1_genomic.gbff.gz,"Klebsiella michiganensis strain HOBD-7 chromosome, complete genome",8,,7,1,3
GCF_024499915.1_ASM2449991v1_genomic.gbff.gz,"Klebsiella michiganensis strain 6678897 1-6678897-GMCF-1144_(trimmed_pairs)_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_024542875.1_ASM2454287v1_genomic.gbff.gz,"Klebsiella michiganensis strain 17103428 Scaffold1, whole genome shotgun sequence",1,,1,0,1
GCF_024752295.1_ASM2475229v1_genomic.gbff.gz,"Klebsiella grimontii strain MIR 21 8838 NODE_100_length_388_cov_484.856, whole genome shotgun sequence",1,,1,0,1
GCF_024917295.1_ASM2491729v1_genomic.gbff.gz,"Klebsiella michiganensis strain 5088 chromosome, complete genome",8,,3,5,1
GCF_024918735.1_ASM2491873v1_genomic.gbff.gz,"Klebsiella oxytoca strain ST34 chromosome, complete genome",8,,6,2,2
GCF_025263805.1_ASM2526380v1_genomic.gbff.gz,"Klebsiella michiganensis strain BSI-KPN166 chromosome, complete genome",8,,8,0,4
GCF_025490535.1_ASM2549053v1_genomic.gbff.gz,"Klebsiella michiganensis strain 8BG chromosome, complete genome",8,,8,0,1
GCF_025579125.1_ASM2557912v2_genomic.gbff.gz,"Klebsiella oxytoca strain 2022CK-00499 chromosome, complete genome",8,,8,0,1
GCF_025665355.1_ASM2566535v1_genomic.gbff.gz,"Klebsiella michiganensis strain K5-3 chromosome, complete genome",8,,5,3,5
GCF_025676565.1_ASM2567656v2_genomic.gbff.gz,"Klebsiella oxytoca strain 2022CK-00498 chromosome, complete genome",8,,8,0,2
GCF_025732175.1_ASM2573217v1_genomic.gbff.gz,"Klebsiella oxytoca strain TYL-T1 chromosome, complete genome",8,,6,2,2
GCF_025770255.1_ASM2577025v1_genomic.gbff.gz,"Klebsiella oxytoca strain LZSYXJAT008 1, whole genome shotgun sequence",1,,1,0,1
GCF_025863555.1_ASM2586355v2_genomic.gbff.gz,"Klebsiella oxytoca strain 2022EL-00961 NODE_10_length_230217_cov_51.211065, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_025863775.1_ASM2586377v2_genomic.gbff.gz,"Klebsiella oxytoca strain 2022EL-00956 NODE_100_length_967_cov_173.813095, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_025950225.1_ASM2595022v1_genomic.gbff.gz,"Klebsiella oxytoca strain AAHC-1 NODE_10_length_230067_cov_68.4786_ID_1768, whole genome shotgun sequence",1,,1,0,1
GCF_025950405.1_ASM2595040v1_genomic.gbff.gz,"Klebsiella oxytoca strain AAHC-2 NODE_100_length_2017_cov_18.332634, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_025960245.1_ASM2596024v1_genomic.gbff.gz,"Klebsiella michiganensis strain MX581 chromosome, complete genome",8,,8,0,1
GCF_026008455.1_ASM2600845v1_genomic.gbff.gz,"Klebsiella michiganensis strain NUBL-21980 sequence01, whole genome shotgun sequence",1,,1,0,1
GCF_026008475.1_ASM2600847v1_genomic.gbff.gz,"Klebsiella michiganensis strain NUBL-17187 sequence001, whole genome shotgun sequence",1,,1,0,1
GCF_026155385.1_ASM2615538v1_genomic.gbff.gz,"Klebsiella grimontii strain 46493 46493-00001, whole genome shotgun sequence",1,,1,0,1
GCF_026162305.1_ASM2616230v1_genomic.gbff.gz,"Klebsiella michiganensis strain MX578 NODE_10_length_185660_cov_167.195487, whole genome shotgun sequence",1,,1,0,1
GCF_026162385.1_ASM2616238v1_genomic.gbff.gz,"Klebsiella michiganensis strain MX518 NODE_10_length_204595_cov_126.791647, whole genome shotgun sequence",1,,1,0,1
GCF_026213795.1_ASM2621379v1_genomic.gbff.gz,"Klebsiella grimontii strain LF-2019B utg000001c:1.0-5838614.0_pilon, whole genome shotgun sequence",8,No sequences for consensus alignment,0,8,0
GCF_026223635.1_ASM2622363v1_genomic.gbff.gz,"Klebsiella michiganensis strain 1060_21 1060-21_S17_L001_R1_001__contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_026223635.2_ASM2622363v2_genomic.gbff.gz,"Klebsiella michiganensis strain 1060_21 map unlocalized plasmid pID_1060_21 6, whole genome shotgun sequence",8,,3,5,2
GCF_026223815.1_ASM2622381v1_genomic.gbff.gz,"Klebsiella oxytoca strain 14/F0005 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223825.1_ASM2622382v1_genomic.gbff.gz,"Klebsiella oxytoca strain 17KM1096 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223895.1_ASM2622389v1_genomic.gbff.gz,"Klebsiella oxytoca strain 09KM0284 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223915.1_ASM2622391v1_genomic.gbff.gz,"Klebsiella grimontii strain 20M0142 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223935.1_ASM2622393v1_genomic.gbff.gz,"Klebsiella grimontii strain 08KM1900 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223955.1_ASM2622395v1_genomic.gbff.gz,"Klebsiella michiganensis strain 15090013 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026223965.1_ASM2622396v1_genomic.gbff.gz,"Klebsiella michiganensis strain 15A0136 1, whole genome shotgun sequence",1,,1,0,1
GCF_026223975.1_ASM2622397v1_genomic.gbff.gz,"Klebsiella pasteurii strain 15Km1352 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224015.1_ASM2622401v1_genomic.gbff.gz,"Klebsiella michiganensis strain ZH142-C 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224035.1_ASM2622403v1_genomic.gbff.gz,"Klebsiella michiganensis strain 17KM0578 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224055.1_ASM2622405v1_genomic.gbff.gz,"Klebsiella michiganensis strain 8310.44 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224075.1_ASM2622407v1_genomic.gbff.gz,"Klebsiella oxytoca strain 08KM1888 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224085.1_ASM2622408v1_genomic.gbff.gz,"Klebsiella michiganensis strain 7507.77 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224115.1_ASM2622411v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7907.16 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224135.1_ASM2622413v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7802.78 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224155.1_ASM2622415v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7510.48 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224165.1_ASM2622416v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7707.06 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224195.1_ASM2622419v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7610.07 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224215.1_ASM2622421v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8005.38-2 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224235.1_ASM2622423v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8005.38-1 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224245.1_ASM2622424v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8108.57 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224275.1_ASM2622427v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8306.21 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224285.1_ASM2622428v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8111.31 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224315.1_ASM2622431v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8310.33 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224335.1_ASM2622433v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8309.06 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224355.1_ASM2622435v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8310.32 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224375.1_ASM2622437v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8311.01 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224385.1_ASM2622438v1_genomic.gbff.gz,"Klebsiella michiganensis strain 7806.19 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224395.1_ASM2622439v1_genomic.gbff.gz,"Klebsiella michiganensis strain 7202.3 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224435.1_ASM2622443v1_genomic.gbff.gz,"Klebsiella michiganensis strain 8011.16 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224455.1_ASM2622445v1_genomic.gbff.gz,"Klebsiella michiganensis strain 8208.45 1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026224475.1_ASM2622447v1_genomic.gbff.gz,"Klebsiella oxytoca strain KM57/09 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224495.1_ASM2622449v1_genomic.gbff.gz,"Klebsiella oxytoca strain 13KM1040 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224505.1_ASM2622450v1_genomic.gbff.gz,"Klebsiella oxytoca strain KM24/09 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224535.1_ASM2622453v1_genomic.gbff.gz,"Klebsiella oxytoca strain 13KM0084 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224545.1_ASM2622454v1_genomic.gbff.gz,"Klebsiella oxytoca strain 15KM0222 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224595.1_ASM2622459v1_genomic.gbff.gz,"Klebsiella oxytoca strain 8212.48 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224605.1_ASM2622460v1_genomic.gbff.gz,"Klebsiella michiganensis strain 1312240753 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224645.1_ASM2622464v1_genomic.gbff.gz,"Klebsiella oxytoca strain 7407.04 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224675.1_ASM2622467v1_genomic.gbff.gz,"Klebsiella michiganensis strain 5401.38 1, whole genome shotgun sequence",1,,1,0,1
GCF_026224695.1_ASM2622469v1_genomic.gbff.gz,"Klebsiella michiganensis strain 7907.29 1, whole genome shotgun sequence",1,,1,0,1
GCF_026274395.1_ASM2627439v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022EL-00969 NODE_10_length_190288_cov_54.378579, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026619535.1_ASM2661953v1_genomic.gbff.gz,"Klebsiella michiganensis strain X_33 1, whole genome shotgun sequence",8,,7,1,2
GCF_026627605.1_ASM2662760v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022EL-00762 NODE_10_length_223190_cov_33.342222, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026627765.1_ASM2662776v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022EL-00754 NODE_10_length_267503_cov_21.367295, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026702885.1_ASM2670288v1_genomic.gbff.gz,"Klebsiella oxytoca strain S42_CRE27b map unlocalized plasmid pCRE27b_1 contig3, whole genome shotgun sequence",8,,8,0,1
GCF_026703225.1_ASM2670322v1_genomic.gbff.gz,"Klebsiella michiganensis strain S17_CRE17 plasmid pCRE17_1, whole genome shotgun sequence",7,,7,0,1
GCF_026735415.1_ASM2673541v1_genomic.gbff.gz,"Klebsiella huaxiensis strain ZR-9 NODE_100_length_3462_cov_79.637814, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_026735415.2_ASM2673541v2_genomic.gbff.gz,"Klebsiella huaxiensis strain ZR-9 plasmid pZRKH-FIA, whole genome shotgun sequence",8,,7,1,2
GCF_026967695.1_ASM2696769v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022CK-00497 chromosome, complete genome",8,,8,0,2
GCF_027257085.1_ASM2725708v1_genomic.gbff.gz,"Klebsiella oxytoca strain HA8pKo NODE, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_027257135.1_ASM2725713v1_genomic.gbff.gz,"Klebsiella oxytoca strain HA10pKo NODE, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_027257255.1_ASM2725725v1_genomic.gbff.gz,"Klebsiella oxytoca strain HA14pKo NODE, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_027577885.1_ASM2757788v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022CK-00496 chromosome, complete genome",8,,8,0,2
GCF_027584345.1_ASM2758434v1_genomic.gbff.gz,"Klebsiella michiganensis strain NR2144 NR2144_1, whole genome shotgun sequence",8,,8,0,1
GCF_027584475.1_ASM2758447v1_genomic.gbff.gz,"Klebsiella michiganensis strain NR1295 NR1295_1, whole genome shotgun sequence",8,,6,2,1
GCF_027595545.1_ASM2759554v1_genomic.gbff.gz,"Klebsiella michiganensis strain S4_CRE4 chromosome, complete genome",8,,8,0,1
GCF_027627785.1_ASM2762778v1_genomic.gbff.gz,"Klebsiella oxytoca strain AHC-6 chromosome, complete genome",8,,4,4,2
GCF_027673125.1_ASM2767312v1_genomic.gbff.gz,"Klebsiella michiganensis strain AM113-44 IF3HH22001B.Scaf1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_027945215.1_ASM2794521v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2563 chromosome, complete genome",8,,7,1,2
GCF_028368715.1_ASM2836871v1_genomic.gbff.gz,"Klebsiella pasteurii strain 2022EL-01099 NODE_10_length_218795_cov_32.941299, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_028368775.1_ASM2836877v1_genomic.gbff.gz,"Klebsiella pasteurii strain 2022EL-01098 NODE_10_length_216808_cov_48.028332, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_028622675.1_ASM2862267v1_genomic.gbff.gz,"Klebsiella grimontii strain 2022CK-00781 chromosome, complete genome",8,,7,1,2
GCF_028736015.1_ASM2873601v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2020CK-00215 chromosome, complete genome",8,,8,0,2
GCF_028737615.1_ASM2873761v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022EL-00792 NODE_10_length_220160_cov_32.746206, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_028737625.1_ASM2873762v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2022EL-00823 NODE_10_length_205825_cov_18.690007, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_028748965.1_ASM2874896v1_genomic.gbff.gz,"Klebsiella grimontii strain 2020CK-00211 chromosome, complete genome",8,,6,2,2
GCF_028768445.1_ASM2876844v1_genomic.gbff.gz,"Klebsiella grimontii strain YWC001 chromosome, complete genome",8,,8,0,1
GCF_028801985.1_ASM2880198v1_genomic.gbff.gz,"Klebsiella michiganensis strain FR 3 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802335.1_ASM2880233v1_genomic.gbff.gz,"Klebsiella pasteurii strain FR 108 assembly_contig_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_028802425.1_ASM2880242v1_genomic.gbff.gz,"Klebsiella grimontii strain FR 111 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802575.1_ASM2880257v1_genomic.gbff.gz,"Klebsiella grimontii strain FR 100 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802585.1_ASM2880258v1_genomic.gbff.gz,"Klebsiella pasteurii strain FR 52 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802595.1_ASM2880259v1_genomic.gbff.gz,"Klebsiella pasteurii strain FR 50 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802675.1_ASM2880267v1_genomic.gbff.gz,"Klebsiella grimontii strain FR 21 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802695.1_ASM2880269v1_genomic.gbff.gz,"Klebsiella pasteurii strain FR 49 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028802775.1_ASM2880277v1_genomic.gbff.gz,"Klebsiella grimontii strain FR 67 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_028807175.1_ASM2880717v1_genomic.gbff.gz,"Klebsiella grimontii strain FR 40 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_029002075.1_ASM2900207v1_genomic.gbff.gz,"Klebsiella michiganensis strain FR 19 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_029002115.1_ASM2900211v1_genomic.gbff.gz,"Klebsiella michiganensis strain FR 89 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
GCF_029002135.1_ASM2900213v1_genomic.gbff.gz,"Klebsiella michiganensis strain FR 129 assembly_contig_1, whole genome shotgun sequence",1,,1,0,1
